qs_new,original_text,trans,final_climate,manifesto_id,year,party,country,language,date,source,is_primary_doc,handbook,partyname,partyabbrev,parfam,pervote,party_id,kw_cc,kw_c,kw_gw,kw_cer,kw_se,any_kw
34212_201509_2328,προκειμένου να τονωθεί σημαντικά η τοπική αγορά (η κεντρική διαχείριση των πρώτων προμηθειών ύψους 30 εκατ. ευρώ ανελήφθη από τη Γενική Γραμματεία Εμπορίου).,in order to significantly stimulate the local market (the central management of the first procurements amounting to 30 million euros was undertaken by the General Secretariat of Commerce).,0,34212_201509,2015,34212,Greece,greek,201509,MARPOR,TRUE,5,Coalition of the Radical Left,SYRIZA,20,35.46,34212,0,0,0,0,0,0
21322_201405_4423,"Au niveau régional et communautaire, le PS propose de :mieux faire connaitre le système de diagnostic de la qualité de l’air intérieur chez les particuliers ;","At the regional and community level, the PS proposes to: raise awareness of the indoor air quality diagnostic system in individuals;",0,21322_201405,2014,21322,Belgium,french,201405,MARPOR,TRUE,5,Francophone Socialist Party,PS,30,11.67,21322,0,0,0,0,0,0
35211_201910_0638,"Criação de um sistema de avaliação de emissões de gases com efeito de estufa ao longo do ciclo de vida de todos os produtos importados, de divulgação pública.","Creation of a system for evaluating greenhouse gas emissions throughout the life cycle of all imported products, for public disclosure.",1,35211_201910,2019,35211,Portugal,portuguese,201910,MARPOR,TRUE,5,Left Bloc,BE,20,10.009,35211,0,0,0,1,0,1
41113_202109_0247,"Das EU-Emissionshandelssystem (ETS) ist im Lichte des neuen EU-Klimaziels für 2030 zu reformieren, um seine Lenkungswirkung endlich voll und ganz zu erfüllen.",The EU emissions trading system (ETS) needs to be reformed in the light of the new EU climate target for 2030 in order to finally fully fulfill its steering effect.,1,41113_202109,2021,41113,Germany,german,202109,MARPOR,TRUE,5,Alliance‘90/Greens,90/Greens,10,14.8,41113,0,1,0,1,0,1
53520_200705_1237,Fine Gael will increase supports from the State such as home helps and will work with the education system to ensure that these young people are not isolated.,,0,53520_200705,2007,53520,Ireland,english,200705,MARPOR,TRUE,3,Family of the Irish,,50,27.322,53520,0,0,0,0,0,0
53110_201102_0641,in government the green Party  implemented a significant body of policy and legislation in the areas of climate change and environmental protection including:,,1,53110_201102,2011,53110,Ireland,english,201102,MARPOR,TRUE,4,Green Party,Greens,,1.8,53110,1,1,0,1,1,1
14820_201904_2712,"Jos tavoitteita halutaan asettaa, on paras ilmaista ne kasvihuonekaasupäästöjen vähennysmäärinä ja jättää keinot valittavaksi sen mukaan, mikä on edullisinta.","If goals are to be set, it is best to express them as reductions in greenhouse gas emissions and leave the means to be chosen according to what is the most affordable.",1,14820_201904,2019,14820,Finland,finnish,201904,MARPOR,TRUE,5,True Finns,PS,70,17.483,14820,0,0,0,1,0,1
82110_200606_0312,Kritériem pro přidělení podpory ve formě zvýhodněné půjčky až do 100% investičních nákladů bude úspora emisí CO2 ve výši 40 kg/m2 užitné plochy budovy za rok.,The criterion for granting support in the form of a concessional loan of up to 100% of the investment costs will be the saving of CO2 emissions in the amount of 40 kg/m2 of the building's usable area per year.,1,82110_200606,2006,82110,Czech Republic,czech,200606,MARPOR,TRUE,3,Green Party,SZ,10,6.29,82110,0,0,0,1,0,1
53320_201102_0479,"Labour’s Climate Change Bill will provide certainty about government policy, and a clear pathway for emissions reduction, in line with  negotiated EU targets.",,1,53320_201102,2011,53320,Ireland,english,201102,MARPOR,TRUE,4,Labour Party,Labour,30,19.447,53320,1,1,0,1,0,1
14320_201904_2977,"Liikenteen tärkeää roolia ilmastopolitiikassa vahvistaa merkittävän päästöosuuden lisäksi vielä se, että siellä on mahdollista tehdä nopeavaikutteisia toimia.","In addition to the significant share of emissions, the important role of transport in climate policy is strengthened by the fact that it is possible to take fast-acting actions there.",1,14320_201904,2019,14320,Finland,finnish,201904,MARPOR,TRUE,5,Finnish Social Democrats,SSDP,30,17.732,14320,0,1,0,1,0,1
87730_201810_0005,"Lūdzu, apskatiet “KPV LV” programmu un tās skaidrojumus partijas mājaslapā www.kpv.lv, vai atnāciet uz tikšanos ar partijas pārstāvjiem Jums tuvākajā pilsētā.","Please take a look at the ""KPV LV"" program and its explanations on the party's website www.kpv.lv, or come to a meeting with party representatives in the city closest to you.",0,87730_201810,2018,87730,Latvia,latvian,201810,MARPOR,TRUE,5,Who owns the state?,KPV LV,70,14.334,87730,0,0,0,0,0,0
81460_201609_1318,"U tom smislu treba pozorno procjenjivati utjecaj na okoliš pojedinog zahvata, sve s ciljem da bi okoliš i prirodu sačuvali kao vrijednost za buduće generacije","In this sense, the impact on the environment of each project should be carefully assessed, all with the aim of preserving the environment and nature as a value for future generations.",0,81460_201609,2016,81460,Croatia,croatian,201609,MARPOR,TRUE,5,Bridge of Independent Lists,MOST,40,9.648,81460,0,0,0,0,1,1
53620_200705_1456,"We have built major waste water treatment plants to facilitate development and new homes in Cork, Limerick, Galway, Waterford and other gateway and hub towns.",,0,53620_200705,2007,53620,Ireland,english,200705,MARPOR,TRUE,3,Soldiers of Destiny,,60,41.561,53620,0,0,0,0,0,0
51421_200106_0639,"WE WOULD GIVE PRIORITY TO RESEARCH ON CLIMATE CHANGE MITIGATION AND CLEANER PRODUCTION AND CONSUMPTION TECHNIQUES, AND SET UP AN ACADEMY OF BRITISH INVENTION.",,1,51421_200106,2001,51421,United Kingdom,english,200106,,,,Liberal Democrats,,,,,1,1,0,1,0,1
92021_200710_0447,wzmocnienie   zasobów   ludzkich   w   sferze   ochrony   zabytków   - podnoszenie     świadomości     społecznej      dotyczącej     dziedzictwa kulturowego;,strengthening human resources in the field of monument protection - raising social awareness of cultural heritage;,0,92021_200710,2007,92021,Poland,polish,200710,MARPOR,TRUE,3,Left and Democrats,LiD,30,13.152,92021,0,0,0,0,0,0
34313_200403_1066,Η έναρξη και πρόοδος των εργασιών της Σιδηροδρομικής Εγνατίας (Τμήμα Κοζάνη - Καλαμπάκα - Ηγουμενίτσα) και του Ιονίου Σιδηροδρομικού Άξονα (Γιάννενα - Πάτρα).,The start and progress of the works on the Egnatia Railway (Kozani - Kalambaka - Igoumenitsa Section) and the Ionian Railway Axis (Ioannina - Patras).,0,34313_200403,2004,34313,Greece,greek,200403,MARPOR,TRUE,3,Panhellenic Socialist Movement,PASOK,30,40.548,34313,0,0,0,0,0,0
80710_201305_0008,"Такива са ЧЕЗ, ЕВН, Енерго Про монополисти, които вдигнаха с 200% цените за последните 7-8 години и печелят милиарди годишно на гърба на обедняващия българин.","Such are CEZ, EVN, Energo Pro monopolists who raised prices by 200% for the last 7-8 years and earn billions annually on the backs of the impoverishing Bulgarians.",1,80710_201305,2013,80710,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,National Union Attack,ATAKA,70,7.298,80710,0,0,0,0,0,0
83410_201903_0358,"1.14. Toetame sundliikumist vähendavat planeerimist, ühistranspordi ja kergliikluse arendamist ning kohalikest taastuvressurssidest energia ja kütuse tootmist.","1.14. We support planning that reduces forced movement, the development of public transport and light traffic, and the production of energy and fuel from local renewable resources.",1,83410_201903,2019,83410,Estonia,estonian,201903,MARPOR,TRUE,5,Social Democratic Party,SDE,30,9.833,83410,0,0,0,1,0,1
53520_201602_1446,At the same time we will develop and implement a strategy to build sectoral clusters nationally and regionally which embed a sustainable competitive advantage.,,0,53520_201602,2016,53520,Ireland,english,201602,MARPOR,TRUE,5,Family of the Irish,,50,25.516,53520,0,0,0,0,1,1
11810_201409_0235,"Bygg ut infrastrukturen för elbilar genom stöd till laddstationer i hela landet, genom krav på installation av laddstolpar i parkeringshus över en viss storlek","Expand the infrastructure for electric cars by supporting charging stations throughout the country, by requiring the installation of charging posts in parking garages above a certain size",1,11810_201409,2014,11810,Sweden,swedish,201409,MARPOR,TRUE,5,Centre Party,CP,80,6.113,11810,0,0,0,0,0,0
33610_200803_0184,"El cambio climático agravará los problemas ambientales que ya padecemos como la escasez de agua, el avance de la desertificación o la pérdida de biodiversidad.","Climate change will aggravate the environmental problems that we already suffer such as water scarcity, the advance of desertification or the loss of biodiversity.",1,33610_200803,2008,33610,Spain,spanish,200803,MARPOR,TRUE,2,People's Party,PP,60,40.571,33610,0,1,0,1,1,1
86710_201404_0375,és környezetvédelmi okokból is támogatandó a mintegy 1000 MW-nyi (fél paksi atomerőműnyi) megújuló forrásból származó villamosáram-termelő kapacitás kiépítése.,"and for environmental protection reasons, the construction of electricity generation capacity from renewable sources of around 1000 MW (half of the Paks nuclear power plant) should be supported.",1,86710_201404,2014,86710,Hungary,hungarian,201404,MARPOR,TRUE,5,Movement for a Better Hungary,Jobbik,70,20.583,86710,0,0,0,1,1,1
87062_201410_0006,"Latvijas tauta ir pierādījusi spēku un izturību, Latviju no krīzes izvedot Eiropas izaugsmes līderos un pievienojoties ekonomiskās drošības telpai – eirozonai.","The people of Latvia have proven their strength and resilience, bringing Latvia out of the crisis and becoming a leader in European growth and joining the economic security space - the eurozone.",0,87062_201410,2014,87062,Latvia,latvian,201410,MARPOR,TRUE,5,Unity,,60,22.011,87062,0,0,0,0,0,0
13320_201906_0240,"Og hvis vi ikke får stoppet den globale opvarmning, vil endnu flere orkaner og skovbrande og mere tørke sende millioner af mennesker over hele verden på flugt.","And if we don't stop global warming, even more hurricanes and forest fires and more droughts will send millions of people around the world fleeing.",1,13320_201906,2019,13320,Denmark,danish,201906,MARPOR,TRUE,5,Social Democratic Party,SD,30,25.905,13320,0,0,1,0,0,1
81711_202007_1275,"Osim što smo s udjelom od 28% u obnovljivim izvorima energije pri samom europskom vrhu, smanjili smo našu energetsku ovisnost izgradnjom LNG terminala na Krku.","In addition to being at the very top of Europe with a share of 28% in renewable energy sources, we have reduced our energy dependence by building the LNG terminal on Krk.",1,81711_202007,2020,81711,Croatia,croatian,202007,MARPOR,TRUE,5,Croatian Democratic Union,HDZ,70,37.255,81711,0,0,0,1,0,1
92811_201110_0184,"Polska zobowiązała się, że do 2012 r. udział energii odnawialnej wyniesie co najmniej 12%, a w 2020 r. co najmniej 20%, podczas gdy obecnie wynosi około 9,4 %.","Poland has committed to a share of renewable energy of at least 12% by 2012 and at least 20% in 2020, while currently it is around 9.4%.",1,92811_201110,2011,92811,Poland,polish,201110,MARPOR,TRUE,4,Polish Peasants' Party,PSL,80,8.362,92811,0,0,0,1,0,1
51421_201706_0559,Support the Paris agreement by ensuring the UK meets its own climate commitments and plays a leadership role in international efforts to combat climate change.,,1,51421_201706,2017,51421,United Kingdom,english,201706,MARPOR,TRUE,5,Liberal Democrats,LibDems,40,7.365,51421,1,1,0,1,0,1
53320_201602_1708,"We will continue to work with NGOs and CSOs in tackling hunger, injustice and the effects of climate change and in supporting human rights and gender equality.",,1,53320_201602,2016,53320,Ireland,english,201602,MARPOR,TRUE,5,Labour Party,Labour,30,6.606,53320,1,1,0,1,0,1
97421_200410_0052,"Za dosego ciljev gospodarske konkurencnosti bomo še dodatno okrepili institucije inovacijskega okolja, kot so na primer tehnološki centri in centri odlicnosti.","In order to achieve the goals of economic competitiveness, we will further strengthen the institutions of the innovation environment, such as technology centers and centers of excellence.",0,97421_200410,2004,97421,Slovenia,slovenian,200410,MARPOR,TRUE,3,Liberal Democracy of Slovenia,LDS,40,22.8,97421,0,0,0,0,1,1
80710_201305_0436,"На това основание искаме точката от присъединителния договор с ЕС, визираща затварянето на атомните ни реактори да се обяви за ""базирана на измама"" и отменена.","On this basis, we want the clause in the accession treaty with the EU regarding the closure of our nuclear reactors to be declared ""based on fraud"" and revoked.",1,80710_201305,2013,80710,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,National Union Attack,ATAKA,70,7.298,80710,0,0,0,0,0,0
